"Name","RSS","Model","logK1","H1","logK2","H2","logK3","H3","logK4","H4","logK5","H5","fH","fG","V_init","Offset","H_cell_0","G_syringe","V_cell","V_inj","n_inj","V_pre","Temp"
"2026-01-26 23:02","3.371e+06","rxn_M+rxn_D+rxn_T+rxn_B",7.3,-6705,7.5,-7979,7.1,-9254,6.9,-6514,7,-6000,1,0.87385572280835,0.353508696604704,0,30,600,0.2033,1.5,26,0.4,298.15
